Handle,Title,Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Qty,Variant Price,Variant Barcode,Image Src,Gift Card,Google Shopping / Google Product Category,Variant Image,Variant Weight Unit,Status
onda-tequila-seltzer-paradise-collection-variety-pack,Onda Tequila Seltzer Paradise Collection Variety Pack,ATLANTIC,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"HARD SELTZER, TEQUILA, US",TRUE,Size,8pk 12oz cans,PBA2667S,2,19.99,'652261637084,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/opc.png?v=1678969052,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/opc.png?v=1678969052,lb,active
onda-tequila-seltzer-variety-pack,Onda Tequila Seltzer Classic Collection Variety Pack,ATLANTIC,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"HARD SELTZER, TEQUILA, US",TRUE,Size,8pk 12oz cans,PBA2666S,6,19.99,'652261637077,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/onda.png?v=1678968826,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/onda.png?v=1678968826,lb,active
goru-verde,Goru Verde,ATLANTIC,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"RED, SPAIN",TRUE,Size,750ml,PWA2665S,47,8.99,'8437013527088,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/gv.png?v=1678968095,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/gv.png?v=1678968095,lb,active
willet-bourbon-whiskey,Willet Pot Still Reserve Bourbon Whiskey,ATLANTIC,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Whiskey",Whiskey,"US, WHISKEY",TRUE,Size,750ml,PBA2664S,3,49.99,'680203019353,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/wilbw.jpg?v=1678927395,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/wilbw.jpg?v=1678927395,lb,active
yuengling-flight,Yuengling Flight,ATLAS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"LAGER, US",TRUE,Size,12pk 12oz cans,PBA2663S,3,15.99,'089924770213,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/yefli.jpg?v=1678840263,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/yefli.jpg?v=1678840263,lb,active
white-claw-vodka-variety-pack,White Claw Vodka Variety Pack,ATLAS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"HARD SELTZER, US",TRUE,Size,8pk 12oz cans,PBA2659S,0,17.99,'635985801979,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/vswc.jpg?v=1678323059,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/vswc.jpg?v=1678323059,lb,active
wachusett-ipa-mix-pack,Wachusett IPA Mix Pack,ATLAS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"PALE ALE, US",TRUE,Size,12pk 12oz cans,PBA2658S,2,23.99,'743041090356,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/wipa_2b98eb35-1f06-4af2-b3d2-16a534156ec4.jpg?v=1677804478,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/wipa_2b98eb35-1f06-4af2-b3d2-16a534156ec4.jpg?v=1677804478,lb,active
bota-box-nighthawk-cabernet-sauvignon,Bota Box Nighthawk Cabernet Sauvignon,MS WALKER,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"CABERNET SAUVIGNON, RED, US",TRUE,Size,3 liter,PWM2653S,2,21.99,'082242016063,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/bbcab_e315c84f-b6cc-4fd9-9a46-6c8bb4de3b97.png?v=1677718522,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/bbcab_e315c84f-b6cc-4fd9-9a46-6c8bb4de3b97.png?v=1677718522,lb,active
san-angelo-pinot-grigio,Castello Banfi Pinot Grigio San Angelo Toscana IGT,HORIZON,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"ITALY, PINOT GRIGIO, WHITE",TRUE,Size,750ml,PWH2652S,2,16.99,'080516049045,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/banfi.png?v=1677717597,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/banfi.png?v=1677717597,lb,active
legent-kentucky-straight-bourbon-whiskey,Legent Kentucky Straight Bourbon Whiskey,HORIZON,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Whiskey",Whiskey,"US, WHISKEY",TRUE,Size,750ml,PWH2651S,3,46.99,'080686024019,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/leg.jpg?v=1677716676,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/leg.jpg?v=1677716676,lb,active
kentucky-owl-bourbon-whiskey,Kentucky Owl Confiscated Bourbon Whiskey,HORIZON,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Whiskey",Whiskey,"US, WHISKEY",TRUE,Size,750ml,PWH2650S,0,149.99,'857361007052,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/koc.png?v=1677714714,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/koc.png?v=1677714714,lb,active
itaipava-lager,Itaipava Lager,Aragoso,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"IMPORTED, LAGER",TRUE,Size,11.8oz can,PBA2646S,13,1.99,'7897395020101,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/itla.jpg?v=1677201395,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/itla.jpg?v=1677201395,lb,active
itaipava-malzbier,Itaipava Malzbier,Aragoso,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"IMPORTED, LAGER",TRUE,Size,11.8oz can,PBA2645S,14,1.99,'7897395020194,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/itmalz.jpg?v=1677200857,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/itmalz.jpg?v=1677200857,lb,active
dom-bosco-vinho-de-mesa-branco-white-wine,Dom Bosco Vinho De Mesa Branco White Wine,Aragoso,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"Brazil, WHITE",TRUE,Size,750ml,PWA2642S,3,4.99,'7896072902945,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/dbv.jpg?v=1691607917,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/dbv.jpg?v=1691607917,lb,active
dom-bosco-red-blend,Dom Bosco Vino Tinto Sauve Red Wine,Aragoso,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"Brazil, RED, RED BLEND",FALSE,Size,750ml,PRA2641S,5,4.99,'7896072902921,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/dbs.png?v=1691607938,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/dbs.png?v=1691607938,lb,active
salinas-umburana-cachaca,Salinas Umburana Cachaca,Aragoso,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Rum",Rum,"Brazil, RUM",TRUE,Size,1 Liter,PRA2640S,8,21.99,'7897877000423,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/caum.png?v=1677198204,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/caum.png?v=1677198204,lb,active
salinas-carvalho-cachaca,Salinas Carvalho Cachaca,Aragoso,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Rum",Rum,"Brazil, RUM",TRUE,Size,1 Liter,PRA2639S,7,21.99,'7897877000331,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/scar.png?v=1677198043,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/scar.png?v=1677198043,lb,active
salinas-cristalina-cachaca,Salinas Cristalina Cachaca,Aragoso,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Rum",Rum,"Brazil, RUM",TRUE,Size,1 Liter,PRA2638S,7,21.99,'7897877000324,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/sacc.png?v=1677196305,FALSE,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/sacc.png?v=1677196305,lb,active
raw-cigarette-paper,Raw Classic Hemp King Size Cigarette Paper,ZALL & SONS,"Food, Beverages & Tobacco > Tobacco Products > Cigarettes",Cigarettes,,FALSE,Size,King Size Slim,PCZ2633S,39,1.99,'716165177357,,FALSE,,,lb,active
lienenkugel-juicy-peach,Leinenkugel's Juicy Peach,ATLAS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"ALE, IMPORTED",TRUE,Size,6pk 12oz bottles,PBA2632S,0,11.49,'034100012557,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/lkpeach.jpg?v=1677004255,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/lkpeach.jpg?v=1677004255,lb,active
heineken-silver,Heineken Silver,ATLAS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"IMPORTED, LAGER",TRUE,Size,6pk 12oz bottles,PBA2628S,4,11.99,'72890006684,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/hs.png?v=1677003398,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/hs.png?v=1677003398,lb,active
